	-1.902900, -1.125945, -4.032912;	-0.246507, -0.715629, -0.653536;	 0.179789, 0.593309
	-1.902900, -1.125945, -4.032912;	-0.246507, -0.715629, -0.653536;	 0.167447, 0.335897
	-3.159555, -1.026177, -2.733822;	-0.815808, -0.433855, -0.382396;	 0.017336, 0.485580
	-3.159555, -1.026177, -2.733822;	-0.815808, -0.433855, -0.382396;	 0.193430, 0.310762
	-3.157756, 5.982881, -2.105313;	-0.426853, 0.866173, -0.259887;	 0.157525, 0.498151
	-3.157756, 5.982881, -2.105313;	-0.426853, 0.866173, -0.259887;	 0.113026, 0.310306
	-2.285441, -1.068100, -2.204228;	0.458925, -0.843835, 0.278083;	 0.172469, 0.272485
	-2.285441, -1.068100, -2.204228;	0.458925, -0.843835, 0.278083;	 0.204022, 0.328246
	-1.362644, 5.869723, -2.838232;	0.364305, 0.610339, 0.703398;	 0.311232, 0.285166
	-1.362644, 5.869723, -2.838232;	0.364305, 0.610339, 0.703398;	 0.473288, 0.347749
	-1.362644, 5.869723, -2.838232;	0.364305, 0.610339, 0.703398;	 0.127685, 0.346210
	-2.422415, 5.947555, -1.274808;	0.708044, 0.703540, 0.060876;	 0.312789, 0.253896
	-2.422415, 5.947555, -1.274808;	0.708044, 0.703540, 0.060876;	 0.096415, 0.325014
	2.212613, -1.408707, -1.547678;	-0.544118, -0.807183, 0.228891;	 0.327712, 0.419258
	2.212613, -1.408707, -1.547678;	-0.544118, -0.807183, 0.228891;	 0.011393, 0.227638
	2.212613, -1.408707, -1.547678;	-0.544118, -0.807183, 0.228891;	 0.217154, 0.418211
	2.640180, 5.529480, 0.369292;	-0.671541, 0.740966, -0.001381;	 0.466483, 0.427810
	2.640180, 5.529480, 0.369292;	-0.671541, 0.740966, -0.001381;	 0.150164, 0.265979
	2.640180, 5.529480, 0.369292;	-0.671541, 0.740966, -0.001381;	 0.063531, 0.426271
	1.492973, 5.659193, -2.408889;	-0.438007, 0.730908, 0.523377;	 0.469077, 0.404864
	1.492973, 5.659193, -2.408889;	-0.438007, 0.730908, 0.523377;	 0.119098, 0.403326
	0.049420, -1.245369, -3.169857;	-0.229244, -0.620586, 0.749880;	 0.330979, 0.375992
	0.049420, -1.245369, -3.169857;	-0.229244, -0.620586, 0.749880;	 0.184709, 0.374945
	0.038347, -1.252794, -4.104398;	0.128800, -0.734174, -0.666632;	 0.177252, 0.554482
	0.038347, -1.252794, -4.104398;	0.128800, -0.734174, -0.666632;	 0.166017, 0.374724
	0.052372, 5.756264, -4.008623;	0.190169, 0.645431, -0.739766;	 0.317440, 0.554202
	0.052372, 5.756264, -4.008623;	0.190169, 0.645431, -0.739766;	 0.151094, 0.374512
	1.423309, 2.873311, -3.692527;	0.552686, 0.038673, -0.832492;	 0.259778, 0.526781
	2.529140, -1.396721, -2.546341;	0.478020, -0.735614, -0.479968;	 0.174373, 0.504664
	2.529140, -1.396721, -2.546341;	0.478020, -0.735614, -0.479968;	 0.197179, 0.424542
	-0.930463, -1.172916, -3.240850;	0.091622, -0.853974, 0.512186;	 0.170373, 0.293219
	-0.930463, -1.172916, -3.240850;	0.091622, -0.853974, 0.512186;	 0.183289, 0.355347
	-0.930463, -1.172916, -3.240850;	0.091622, -0.853974, 0.512186;	 0.332428, 0.356393
	3.105072, -1.506115, 1.930895;	0.579951, -0.639516, 0.504654;	 0.334794, 0.460120
	3.105072, -1.506115, 1.930895;	0.579951, -0.639516, 0.504654;	 0.286729, 0.436061
	2.623028, 5.515740, 2.341821;	0.468592, 0.720852, 0.510679;	 0.475239, 0.451901
	2.623028, 5.515740, 2.341821;	0.468592, 0.720852, 0.510679;	 0.024079, 0.425928
	1.568780, -1.463152, 2.965928;	0.125955, -0.732644, 0.668856;	 0.335654, 0.439418
	1.568780, -1.463152, 2.965928;	0.125955, -0.732644, 0.668856;	 0.307430, 0.405334
	1.568780, -1.463152, 2.965928;	0.125955, -0.732644, 0.668856;	 0.327712, 0.332826
	3.560297, 5.498836, 0.604910;	0.692685, 0.709126, 0.131634;	 0.474900, 0.486641
	3.560297, 5.498836, 0.604910;	0.692685, 0.709126, 0.131634;	 0.058819, 0.444674
	3.535699, -1.477675, -0.659813;	0.799692, -0.585222, -0.134193;	 0.335363, 0.511937
	3.535699, -1.477675, -0.659813;	0.799692, -0.585222, -0.134193;	 0.172754, 0.484532
	3.535699, -1.477675, -0.659813;	0.799692, -0.585222, -0.134193;	 0.234912, 0.444674
	3.317769, 5.556361, -1.424858;	0.666641, 0.639271, -0.383304;	 0.476051, 0.527238
	3.317769, 5.556361, -1.424858;	0.666641, 0.639271, -0.383304;	 0.313442, 0.488890
	3.317769, 5.556361, -1.424858;	0.666641, 0.639271, -0.383304;	 0.099416, 0.439823
	-2.216865, -1.120584, -0.237244;	0.615756, -0.725275, -0.307931;	 0.171419, 0.233144
	-2.216865, -1.120584, -0.237244;	0.615756, -0.725275, -0.307931;	 0.243364, 0.329617
	-1.727121, -1.283750, 1.794907;	-0.428890, -0.845259, 0.318733;	 0.012185, 0.576159
	-1.727121, -1.283750, 1.794907;	-0.428890, -0.845259, 0.318733;	 0.284009, 0.339413
	-3.290582, -1.032710, -0.740436;	-0.674017, -0.712508, 0.195023;	 0.017206, 0.525450
	-3.290582, -1.032710, -0.740436;	-0.674017, -0.712508, 0.195023;	 0.233299, 0.308142
	0.058951, 5.763689, -3.074082;	-0.013649, 0.847664, 0.530357;	 0.471167, 0.376183
	0.058951, 5.763689, -3.074082;	-0.013649, 0.847664, 0.530357;	 0.132402, 0.374644
	-1.676992, 5.793743, 1.079996;	0.543204, 0.731280, -0.412503;	 0.309713, 0.206798
	-1.676992, 5.793743, 1.079996;	0.543204, 0.731280, -0.412503;	 0.049316, 0.339923
	-3.395354, 5.998200, -0.747012;	-0.667460, 0.739621, 0.086365;	 0.157831, 0.525318
	-3.395354, 5.998200, -0.747012;	-0.667460, 0.739621, 0.086365;	 0.085858, 0.305554
	-0.076040, -1.316477, 5.202956;	-0.657625, -0.327263, -0.678549;	 0.992033, 0.114648
	-0.076040, -1.316477, 5.202956;	-0.657625, -0.327263, -0.678549;	 0.992034, 0.242057
	-0.076040, -1.316477, 5.202956;	-0.657625, -0.327263, -0.678549;	 0.992032, 0.013540
	-0.076040, -1.316477, 5.202956;	-0.657625, -0.327263, -0.678549;	 0.992033, 0.176670
	-0.607199, 4.290770, 5.927406;	-0.994119, -0.009316, -0.107896;	 0.799352, 0.092020
	-0.053125, 7.094393, 5.238843;	-0.204614, 0.016769, -0.978699;	 0.703012, 0.113529
	-0.053125, 7.094393, 5.238843;	-0.204614, 0.016769, -0.978699;	 0.703013, 0.177387
	-0.053125, 7.094393, 5.238843;	-0.204614, 0.016769, -0.978699;	 0.703011, 0.014663
	0.732473, 12.511995, 6.011269;	0.830754, 0.498401, 0.247881;	 0.516848, 0.038792
	0.732473, 12.511995, 6.011269;	0.830754, 0.498401, 0.247881;	 0.516849, 0.201928
	0.732473, 12.511995, 6.011269;	0.830754, 0.498401, 0.247881;	 0.516848, 0.089403
	0.181579, 12.663917, 6.537519;	0.308810, 0.453445, 0.836076;	 0.511628, 0.055230
	0.181579, 12.663917, 6.537519;	0.308810, 0.453445, 0.836076;	 0.511628, 0.146737
	0.181579, 12.663917, 6.537519;	0.308810, 0.453445, 0.836076;	 0.511628, 0.072965
	0.089964, 7.094393, 6.434107;	0.053879, 0.023322, 0.998275;	 0.703012, 0.051998
	0.089964, 7.094393, 6.434107;	0.053879, 0.023322, 0.998275;	 0.703012, 0.149597
	0.089964, 7.094393, 6.434107;	0.053879, 0.023322, 0.998275;	 0.703012, 0.076194
	0.804993, 7.094393, 6.096962;	0.850587, -0.006738, 0.525792;	 0.703012, 0.041467
	0.724550, 9.898016, 5.319286;	0.718274, 0.026571, -0.695253;	 0.606671, 0.017176
	0.724550, 9.898016, 5.319286;	0.718274, 0.026571, -0.695253;	 0.606673, 0.201680
	0.866469, -1.316477, 5.885485;	0.818134, -0.536572, -0.206755;	 0.968580, 0.212617
	0.866469, -1.316477, 5.885485;	0.818134, -0.536572, -0.206755;	 0.992032, 0.034860
	0.866469, -1.316477, 5.885485;	0.818134, -0.536572, -0.206755;	 0.992033, 0.125340
	0.368326, -1.316477, 6.452037;	0.249440, -0.471894, 0.845634;	 0.949112, 0.228177
	0.368326, -1.316477, 6.452037;	0.249440, -0.471894, 0.845634;	 0.992033, 0.140900
	-0.234243, -1.316477, 6.278080;	-0.450206, -0.437698, 0.778290;	 0.955090, 0.246999
	-0.234243, -1.316477, 6.278080;	-0.450206, -0.437698, 0.778290;	 0.992032, 0.081065
	-0.234243, -1.316477, 6.278080;	-0.450206, -0.437698, 0.778290;	 0.992032, 0.047123
	-0.234243, -1.316477, 6.278080;	-0.450206, -0.437698, 0.778290;	 0.992033, 0.159722
	-0.434498, 12.862411, 6.304906;	-0.504507, 0.592064, 0.628437;	 0.504808, 0.165981
	-0.434498, 12.862411, 6.304906;	-0.504507, 0.592064, 0.628437;	 0.504807, 0.080231
	0.141944, 12.739361, 5.361195;	-0.208618, 0.412886, -0.886568;	 0.509036, 0.183482
	0.141944, 12.739361, 5.361195;	-0.208618, 0.412886, -0.886568;	 0.509035, 0.109708
	-0.311582, 4.290770, 6.355419;	-0.726811, 0.000095, 0.686838;	 0.799353, 0.162139
	-0.311582, 4.290770, 6.355419;	-0.726811, 0.000095, 0.686838;	 0.799352, 0.078651
	-0.359784, 1.487146, 6.110876;	-0.977590, -0.051514, 0.204116;	 0.895692, 0.086289
	0.525782, 4.290770, 5.518054;	0.837309, 0.003341, -0.546720;	 0.799352, 0.023384
	0.525782, 4.290770, 5.518054;	0.837309, 0.003341, -0.546720;	 0.799353, 0.195469
	0.275938, 1.487146, 5.110758;	0.489356, -0.007961, -0.872048;	 0.895692, 0.010661
	0.275938, 1.487146, 5.110758;	0.489356, -0.007961, -0.872048;	 0.895693, 0.187665
	0.728928, 1.487146, 6.171543;	0.750588, 0.045714, 0.659188;	 0.895692, 0.043796
	0.728928, 1.487146, 6.171543;	0.750588, 0.045714, 0.659188;	 0.895693, 0.129637
	-0.007118, 4.290770, 6.650251;	-0.078595, 0.013123, 0.996820;	 0.799352, 0.058749
	-0.007118, 4.290770, 6.650251;	-0.078595, 0.013123, 0.996820;	 0.799352, 0.069441
	0.558820, 7.094393, -6.741823;	0.840549, -0.016823, 0.541474;	 0.699194, 0.365157
	0.558820, 7.094393, -6.741823;	0.840549, -0.016823, 0.541474;	 0.794218, 0.460117
	-0.495629, 7.094393, -6.340479;	-0.507043, 0.016827, 0.861756;	 0.699194, 0.332319
	-0.495629, 7.094393, -6.340479;	-0.507043, 0.016827, 0.861756;	 0.794218, 0.426673
	0.375615, 1.487146, -6.406852;	-0.014246, 0.033628, 0.999333;	 0.509146, 0.359452
	0.375615, 1.487146, -6.406852;	-0.014246, 0.033628, 0.999333;	 0.604170, 0.449685
	0.375615, 1.487146, -6.406852;	-0.014246, 0.033628, 0.999333;	 0.604170, 0.424606
	0.440910, 4.290770, -7.277018;	0.697336, 0.013239, -0.716622;	 0.509146, 0.296068
	0.440910, 4.290770, -7.277018;	0.697336, 0.013239, -0.716622;	 0.699194, 0.476784
	-0.094285, 7.094393, -7.394928;	-0.331520, 0.001762, -0.943447;	 0.604170, 0.312735
	-0.094285, 7.094393, -7.394928;	-0.331520, 0.001762, -0.943447;	 0.790811, 0.397743
	-0.094285, 7.094393, -7.394928;	-0.331520, 0.001762, -0.943447;	 0.794218, 0.480456
	0.677007, 9.898016, -7.651829;	0.558662, -0.027048, -0.828955;	 0.699194, 0.288715
	0.677007, 9.898016, -7.651829;	0.558662, -0.027048, -0.828955;	 0.889242, 0.488456
	0.677007, 9.898016, -7.651829;	0.558662, -0.027048, -0.828955;	 0.859582, 0.398159
	-0.618004, 4.290770, -6.862200;	-0.974598, -0.024331, -0.222637;	 0.699194, 0.410425
	-0.172029, 1.487146, -7.715209;	-0.526417, -0.025360, -0.849849;	 0.604170, 0.383861
	-0.172029, 1.487146, -7.715209;	-0.526417, -0.025360, -0.849849;	 0.604170, 0.490430
	-0.379343, 1.487146, -7.086592;	-0.883368, 0.020255, 0.468242;	 0.604170, 0.403437
	0.879102, 1.487146, -6.664080;	0.934677, -0.021866, 0.354826;	 0.604170, 0.457696
	0.346615, 9.898016, -6.508959;	-0.130579, -0.024683, 0.991131;	 0.794218, 0.358548
	0.346615, 9.898016, -6.508959;	-0.130579, -0.024683, 0.991131;	 0.509146, 0.278469
	0.346615, 9.898016, -6.508959;	-0.130579, -0.024683, 0.991131;	 0.889242, 0.452865
	-0.314560, 9.898016, -7.301188;	-0.873866, 0.058844, -0.482592;	 0.794218, 0.337958
	-0.314560, 9.898016, -7.301188;	-0.873866, 0.058844, -0.482592;	 0.509146, 0.253798
	-0.314560, 9.898016, -7.301188;	-0.873866, 0.058844, -0.482592;	 0.699194, 0.319594
	-0.314560, 9.898016, -7.301188;	-0.873866, 0.058844, -0.482592;	 0.859582, 0.409079
	0.830419, 9.898016, -6.837172;	0.933927, -0.002424, 0.357455;	 0.889242, 0.463086
	0.830419, 9.898016, -6.837172;	0.933927, -0.002424, 0.357455;	 0.794218, 0.373615
	-0.575227, 12.891282, -6.869811;	-0.840497, 0.454295, 0.295265;	 0.000000, 1.000000
	-0.575227, 12.891282, -6.869811;	-0.840497, 0.454295, 0.295265;	 0.610598, 0.267232
	-0.575227, 12.891282, -6.869811;	-0.840497, 0.454295, 0.295265;	 0.895670, 0.329841
	0.275580, 12.663917, -6.270223;	0.489694, 0.396274, 0.776638;	 0.000000, 1.000000
	0.275580, 12.663917, -6.270223;	0.489694, 0.396274, 0.776638;	 0.982988, 0.445431
	0.275580, 12.663917, -6.270223;	0.489694, 0.396274, 0.776638;	 0.887964, 0.356336
	0.615971, 12.564915, -7.465101;	0.549676, 0.491739, -0.675314;	 0.000000, 1.000000
	0.615971, 12.564915, -7.465101;	0.549676, 0.491739, -0.675314;	 0.599536, 0.248693
	0.615971, 12.564915, -7.465101;	0.549676, 0.491739, -0.675314;	 0.979633, 0.482641
	0.615971, 12.564915, -7.465101;	0.549676, 0.491739, -0.675314;	 0.789584, 0.290616
	0.610254, -1.316477, -7.446362;	0.610399, -0.493650, -0.619454;	 0.509146, 0.392234
	0.610254, -1.316477, -7.446362;	0.610399, -0.493650, -0.619454;	 0.509146, 0.482058
	0.610254, -1.316477, -7.446362;	0.610399, -0.493650, -0.619454;	 0.900394, 0.432022
	-0.640746, -1.316477, -6.636698;	-0.890580, -0.426950, -0.156784;	 0.509146, 0.417448
	-0.640746, -1.316477, -6.636698;	-0.890580, -0.426950, -0.156784;	 0.927836, 0.393064
	-0.069791, -1.316477, -6.168693;	0.011639, -0.289582, 0.957083;	 0.509146, 0.442269
	-0.069791, -1.316477, -6.168693;	0.011639, -0.289582, 0.957083;	 0.509146, 0.432022
	-0.069791, -1.316477, -6.168693;	0.011639, -0.289582, 0.957083;	 0.943699, 0.410845
	0.091047, 9.503988, 4.827311;	0.014467, 0.883407, 0.468382;	 0.013441, 0.058380
	0.091047, 9.503988, 4.827311;	0.014467, 0.883407, 0.468382;	 0.091742, 0.197084
	0.091047, 9.503988, 4.827311;	0.014467, 0.883407, 0.468382;	 0.459769, 0.014466
	0.091047, 9.503988, 4.827311;	0.014467, 0.883407, 0.468382;	 0.459770, 0.110936
	0.745619, 9.079388, -1.480841;	0.885472, 0.464458, 0.014790;	 0.281238, 0.068045
	0.607610, 9.410442, -3.583559;	0.512458, 0.858417, -0.022525;	 0.370504, 0.060508
	0.607610, 9.410442, -3.583559;	0.512458, 0.858417, -0.022525;	 0.102708, 0.099177
	0.400353, 7.949906, -5.686276;	0.439048, -0.853906, -0.279432;	 0.125081, 0.181786
	0.400353, 7.949906, -5.686276;	0.439048, -0.853906, -0.279432;	 0.459770, 0.093758
	0.400353, 7.949906, -5.686276;	0.439048, -0.853906, -0.279432;	 0.459770, 0.140398
	-0.245852, 7.813081, -1.480841;	-0.351783, -0.936042, -0.008592;	 0.110022, 0.178597
	-0.245852, 7.813081, -1.480841;	-0.351783, -0.936042, -0.008592;	 0.191972, 0.052961
	-0.245852, 7.813081, -1.480841;	-0.351783, -0.936042, -0.008592;	 0.281239, 0.155110
	-0.391462, 8.117392, -5.686276;	-0.585622, -0.502462, -0.636065;	 0.106629, 0.185689
	-0.391462, 8.117392, -5.686276;	-0.585622, -0.502462, -0.636065;	 0.013441, 0.046034
	-0.558947, 8.909206, -5.686276;	-0.636234, 0.423950, -0.644572;	 0.102726, 0.204141
	-0.558947, 8.909206, -5.686276;	-0.636234, 0.423950, -0.644572;	 0.013441, 0.028008
	-0.558947, 8.909206, -5.686276;	-0.636234, 0.423950, -0.644572;	 0.013442, 0.125735
	0.425058, 9.331351, -5.686276;	0.079207, 0.903331, -0.421569;	 0.125657, 0.213979
	0.425058, 9.331351, -5.686276;	0.079207, 0.903331, -0.421569;	 0.013442, 0.103334
	0.425058, 9.331351, -5.686276;	0.079207, 0.903331, -0.421569;	 0.459769, 0.062308
	1.005402, 8.489310, -5.686276;	0.738902, 0.109932, -0.664785;	 0.139181, 0.194356
	1.005402, 8.489310, -5.686276;	0.738902, 0.109932, -0.664785;	 0.459770, 0.081478
	0.727161, 8.135646, 2.724594;	0.622791, -0.782164, 0.018746;	 0.102707, 0.089531
	0.727161, 8.135646, 2.724594;	0.622791, -0.782164, 0.018746;	 0.102708, 0.132959
	0.876567, 8.642859, -1.480841;	0.971608, -0.236593, 0.001392;	 0.281238, 0.077983
	0.995135, 8.599900, 4.827311;	0.941278, -0.075294, 0.329131;	 0.013442, 0.078962
	0.995135, 8.599900, 4.827311;	0.941278, -0.075294, 0.329131;	 0.070673, 0.218152
	0.150958, 8.008723, 4.827311;	0.254908, -0.636925, 0.727563;	 0.013442, 0.092421
	0.150958, 8.008723, 4.827311;	0.254908, -0.636925, 0.727563;	 0.056896, 0.198480
	0.150958, 8.008723, 4.827311;	0.254908, -0.636925, 0.727563;	 0.013442, 0.146077
	-0.535135, 8.307014, 2.724594;	-0.982827, -0.184511, -0.002711;	 0.370504, 0.041716
	-0.371791, 7.864522, 4.827311;	-0.650375, -0.638135, 0.412063;	 0.459769, 0.051789
	-0.371791, 7.864522, 4.827311;	-0.650375, -0.638135, 0.412063;	 0.053536, 0.186298
	-0.371791, 7.864522, 4.827311;	-0.650375, -0.638135, 0.412063;	 0.013443, 0.157978
	-0.604930, 8.898444, 4.827311;	-0.781448, 0.198684, 0.591493;	 0.459769, 0.028251
	-0.604930, 8.898444, 4.827311;	-0.781448, 0.198684, 0.591493;	 0.077630, 0.180865
	-0.426848, 9.119255, 2.724594;	-0.825818, 0.563830, -0.010974;	 0.370503, 0.023225
	-0.004907, 9.318646, -1.480841;	-0.472527, 0.881164, -0.016389;	 0.191972, 0.018686
	-0.004907, 9.318646, -1.480841;	-0.472527, 0.881164, -0.016389;	 0.191973, 0.113121
	-0.745905, 8.618701, -3.583559;	-0.998021, 0.060739, -0.016245;	 0.102707, 0.034621
	8.144611, 9.777689, -9.771360;	-0.060962, -0.932989, -0.354703;	 0.988461, 0.983539
	8.144611, 9.777689, -9.771360;	-0.060962, -0.932989, -0.354703;	 0.920986, 0.559348
	8.144611, 9.777689, -9.771360;	-0.060962, -0.932989, -0.354703;	 0.603787, 0.515299
	7.494523, 10.342099, 8.919460;	0.574211, -0.715292, 0.398296;	 0.989385, 0.627651
	7.494523, 10.342099, 8.919460;	0.574211, -0.715292, 0.398296;	 0.921085, 0.539045
	7.494523, 10.342099, 8.919460;	0.574211, -0.715292, 0.398296;	 0.565163, 0.562562
	-8.162118, 15.092030, 9.415784;	-0.554208, -0.019429, 0.832151;	 0.692009, 0.607084
	-8.162118, 15.092030, 9.415784;	-0.554208, -0.019429, 0.832151;	 0.609841, 0.531077
	-8.162118, 15.092030, 9.415784;	-0.554208, -0.019429, 0.832151;	 0.924485, 0.587382
	-7.369671, 14.952271, -9.275037;	-0.933989, -0.205129, -0.292551;	 0.693793, 0.963074
	-7.369671, 14.952271, -9.275037;	-0.933989, -0.205129, -0.292551;	 0.914965, 0.510437
	-7.369671, 14.952271, -9.275037;	-0.933989, -0.205129, -0.292551;	 0.568810, 0.590044
	8.375384, 10.069947, -9.966856;	0.924630, 0.085921, -0.371049;	 0.377193, 0.983542
	8.375384, 10.069947, -9.966856;	0.924630, 0.085921, -0.371049;	 0.924485, 0.553645
	8.375384, 10.069947, -9.966856;	0.924630, 0.085921, -0.371049;	 0.601277, 0.508672
	-7.138898, 15.244530, -9.750128;	-0.518645, 0.177585, -0.836344;	 0.672031, 0.967845
	-7.138898, 15.244530, -9.750128;	-0.518645, 0.177585, -0.836344;	 0.912455, 0.503810
	-7.138898, 15.244530, -9.750128;	-0.518645, 0.177585, -0.836344;	 0.559769, 0.584482
	-7.899219, 15.373520, 8.940694;	-0.181132, 0.975382, 0.125779;	 0.672544, 0.611877
	-7.899219, 15.373520, 8.940694;	-0.181132, 0.975382, 0.125779;	 0.613241, 0.524583
	-7.899219, 15.373520, 8.940694;	-0.181132, 0.975382, 0.125779;	 0.915444, 0.582025
	7.757421, 10.623588, 8.723966;	0.561428, 0.589805, 0.580456;	 0.374998, 0.627679
	7.757421, 10.623588, 8.723966;	0.561428, 0.589805, 0.580456;	 0.924485, 0.532552
	7.757421, 10.623588, 8.723966;	0.561428, 0.589805, 0.580456;	 0.568670, 0.557064
	0.050838, 8.498357, 8.250940;	-0.400064, -0.842597, 0.360526;	 0.330890, 0.851769
	0.050838, 8.498357, 8.250940;	-0.400064, -0.842597, 0.360526;	 0.253591, 0.977679
	0.050838, 8.498357, 8.250940;	-0.400064, -0.842597, 0.360526;	 0.032818, 0.779349
	-0.019253, 8.619757, -6.957036;	-0.714810, -0.277340, -0.641973;	 0.032818, 0.842980
	-0.019253, 8.619757, -6.957036;	-0.714810, -0.277340, -0.641973;	 0.330890, 0.794572
	-0.019253, 8.619757, -6.957036;	-0.714810, -0.277340, -0.641973;	 0.000000, 1.000000
	0.191019, 8.498357, -6.957036;	0.238999, -0.891945, -0.383814;	 0.032818, 0.869348
	0.191019, 8.498357, -6.957036;	0.238999, -0.891945, -0.383814;	 0.000000, 1.000000
	0.191019, 8.498357, -6.957036;	0.238999, -0.891945, -0.383814;	 0.032818, 0.723425
	0.242329, 8.549666, 8.250940;	0.650391, -0.448703, 0.612908;	 0.330890, 0.875782
	0.242329, 8.549666, 8.250940;	0.650391, -0.448703, 0.612908;	 0.278521, 0.963138
	0.242329, 8.549666, 8.250940;	0.650391, -0.448703, 0.612908;	 0.330890, 0.729859
	0.050838, 8.741158, -6.957036;	-0.181461, 0.930566, -0.317992;	 0.330890, 0.809796
	0.050838, 8.741158, -6.957036;	-0.181461, 0.930566, -0.317992;	 0.032818, 0.753872
	0.050838, 8.741158, -6.957036;	-0.181461, 0.930566, -0.317992;	 0.000000, 1.000000
	-0.019253, 8.619757, 8.250940;	-0.620271, 0.179815, 0.763499;	 0.032818, 0.794572
	-0.019253, 8.619757, 8.250940;	-0.620271, 0.179815, 0.763499;	 0.244466, 0.943274
	0.120928, 8.759937, 8.250940;	-0.110457, 0.838998, 0.532805;	 0.032818, 0.812151
	0.120928, 8.759937, 8.250940;	-0.110457, 0.838998, 0.532805;	 0.330890, 0.756227
	0.120928, 8.759937, 8.250940;	-0.110457, 0.838998, 0.532805;	 0.262716, 0.903547
	-2.173018, 6.438948, 8.226110;	-0.028444, 0.911395, 0.410548;	 0.341808, 0.642798
	-2.173018, 6.438948, 8.226110;	-0.028444, 0.911395, 0.410548;	 0.045508, 0.960915
	-2.173018, 6.438948, 10.586426;	-0.193417, 0.895674, 0.400447;	 0.205842, 0.642798
	-2.173018, 6.438948, 10.586426;	-0.193417, 0.895674, 0.400447;	 0.308943, 0.903547
	-2.074205, 6.339515, 10.586426;	0.755169, 0.280574, 0.592450;	 0.205842, 0.655189
	-2.074205, 6.339515, 10.586426;	0.755169, 0.280574, 0.592450;	 0.321808, 0.931727
	-2.074205, 6.339515, 10.586426;	0.755169, 0.280574, 0.592450;	 0.159431, 0.648673
	-2.074433, 6.266952, 8.174800;	0.826423, -0.352864, 0.438762;	 0.344764, 0.655161
	-2.074433, 6.266952, 8.174800;	0.826423, -0.352864, 0.438762;	 0.042614, 0.984963
	-2.074433, 6.266952, 8.174800;	0.826423, -0.352864, 0.438762;	 0.020509, 0.639574
	0.206502, 8.533646, 8.174800;	0.867715, -0.338308, 0.364168;	 0.227851, 0.982707
	0.206502, 8.533646, 8.174800;	0.867715, -0.338308, 0.364168;	 0.344764, 0.975933
	0.206502, 8.533646, 8.174800;	0.867715, -0.338308, 0.364168;	 0.020509, 0.975933
	0.071522, 8.669474, 8.226110;	0.367548, 0.575918, 0.730224;	 0.227790, 0.958694
	0.071522, 8.669474, 8.226110;	0.367548, 0.575918, 0.730224;	 0.341808, 0.959007
	-2.345241, 6.267800, 10.586426;	-0.657862, -0.438625, 0.612230;	 0.032818, 0.691204
	-2.345241, 6.267800, 10.586426;	-0.657862, -0.438625, 0.612230;	 0.333629, 0.676030
