	8.870831, 25.550398, -10.841199;	0.000000, 1.000000, 0.000000;	 0.000000, 1.000000
	5.257462, 25.550398, -7.227826;	0.000000, 1.000000, 0.000000;	 0.752899, 0.988913
	5.257462, 25.550398, -7.227826;	0.000000, 1.000000, 0.000000;	 0.000000, 1.000000
	5.257462, 25.550398, -7.227826;	0.000000, 1.000000, 0.000000;	 0.000000, 1.000000
	5.257462, 25.550398, -14.454571;	0.197671, 0.287159, -0.937265;	 0.713746, 0.940789
	5.257462, 25.550398, -14.454571;	0.197671, 0.287159, -0.937265;	 0.928238, 0.431796
	1.644089, 25.550398, -10.841199;	-0.937065, 0.286668, -0.199326;	 0.752890, 0.940784
	1.644089, 25.550398, -10.841199;	-0.937065, 0.286668, -0.199326;	 0.956840, 0.431766
	42.865559, 25.550398, -10.841199;	0.937289, 0.286977, 0.197822;	 0.797309, 0.988892
	42.865559, 25.550398, -10.841199;	0.937289, 0.286977, 0.197822;	 0.957761, 0.452253
	39.252186, 25.550398, -14.454571;	0.199404, 0.287058, -0.936929;	 0.758473, 0.988911
	39.252186, 25.550398, -14.454571;	0.199404, 0.287058, -0.936929;	 0.928029, 0.452327
	8.853404, 25.550398, -10.823769;	0.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	8.853404, 25.550398, -10.823769;	0.000000, 0.000000, 0.000000;	 0.000000, 1.000000
	39.291523, 25.550398, -10.886855;	0.641457, 0.612547, -0.461865;	 0.000000, 1.000000
	39.291523, 25.550398, -10.886855;	0.641457, 0.612547, -0.461865;	 0.684670, 0.989222
	5.224290, 25.550398, -10.872057;	-0.663663, 0.589346, -0.460677;	 0.000000, 1.000000
	5.224290, 25.550398, -10.872057;	-0.663663, 0.589346, -0.460677;	 0.421623, 0.989248
	8.839272, 0.000000, -10.872759;	0.382684, 0.000000, -0.923879;	 0.731115, 0.635273
	8.839272, 0.000000, -10.872759;	0.382684, 0.000000, -0.923879;	 0.899878, 0.248573
	5.257462, 0.000000, -14.454571;	-0.316228, 0.000000, -0.948683;	 0.928236, 0.248542
	39.252186, 0.000000, -14.454571;	-0.316228, 0.000000, -0.948683;	 0.928029, 0.635581
	42.865559, 0.000000, -10.841199;	0.948683, 0.000000, -0.316228;	 0.957762, 0.635507
	39.252190, 0.000000, -7.227829;	0.707107, 0.000000, 0.707107;	 0.985721, 0.635549
	1.644089, 0.000000, -10.841199;	-0.948683, 0.000000, 0.316228;	 0.956840, 0.248513
	5.219427, 0.000000, -7.265861;	-0.923880, 0.000000, 0.382683;	 0.984633, 0.248512
	5.219427, 0.000000, -7.265861;	-0.923880, 0.000000, 0.382683;	 0.682725, 0.636588
	5.219427, 0.000000, 44.486435;	-0.707107, 0.000000, 0.707107;	 0.422062, 0.636592
	5.219427, 0.000000, 44.486435;	-0.707107, 0.000000, 0.707107;	 0.867127, 0.420349
	5.219427, 25.550398, 44.486435;	-0.609845, 0.576935, 0.543355;	 0.422060, 0.463087
	5.219427, 25.550398, 44.486435;	-0.609845, 0.576935, 0.543355;	 0.867127, 0.246845
	5.219427, 25.550398, 44.486435;	-0.609845, 0.576935, 0.543355;	 0.421622, 0.666022
	39.286625, 25.550398, 44.486435;	0.487003, 0.473987, 0.733597;	 0.731199, 0.246845
	39.286625, 25.550398, 44.486435;	0.487003, 0.473987, 0.733597;	 0.682965, 0.244723
	39.286625, 25.550398, 44.486435;	0.487003, 0.473987, 0.733597;	 0.684670, 0.666019
	39.286625, 0.000000, 44.486435;	0.894427, 0.000000, 0.447214;	 0.731199, 0.420349
	39.286625, 0.000000, 44.486435;	0.894427, 0.000000, 0.447214;	 0.682966, 0.418227
	39.286625, 0.000000, -7.262264;	1.000000, 0.000000, 0.000000;	 0.422321, 0.418230
	21.691694, 41.030994, 17.761948;	-0.007623, 0.999939, 0.007985;	 0.551375, 0.824913
	52.443588, 8.268849, 52.719872;	0.267261, 0.801784, 0.534522;	 0.700907, 0.088998
	52.443588, 8.268849, 52.719872;	0.267261, 0.801784, 0.534522;	 0.373076, 0.723932
	52.443588, 8.268849, 52.719872;	0.267261, 0.801784, 0.534522;	 0.420755, 0.135391
	-53.548634, 8.268849, 52.719868;	-0.534522, 0.801784, 0.267261;	 0.420755, 0.088998
	-53.548634, 8.268849, 52.719868;	-0.534522, 0.801784, 0.267261;	 0.017333, 0.723932
	-53.548634, 8.268849, 52.719868;	-0.534522, 0.801784, 0.267261;	 0.700907, 0.042605
	-53.548634, -0.247950, 52.719868;	-0.447214, 0.000000, 0.894427;	 0.420755, 0.061362
	-53.548634, -0.247950, 52.719868;	-0.447214, 0.000000, 0.894427;	 0.700907, 0.014969
	52.443588, -0.247950, 52.719872;	0.894427, 0.000000, 0.447214;	 0.700907, 0.061362
	52.443588, -0.247950, 52.719872;	0.894427, 0.000000, 0.447214;	 0.420755, 0.107755
	49.432449, 8.268849, 49.708725;	-0.534522, 0.801784, -0.267261;	 0.362969, 0.731322
	49.432449, 8.268849, 49.708725;	-0.534522, 0.801784, -0.267261;	 0.716380, 0.135365
	49.432449, 8.268849, 49.708725;	-0.534522, 0.801784, -0.267261;	 0.980615, 0.088972
	-50.537491, 8.268849, 49.708725;	0.267261, 0.801784, -0.534522;	 0.027439, 0.731322
	-50.537491, 8.268849, 49.708725;	0.267261, 0.801784, -0.534522;	 0.980615, 0.135365
	-50.537491, 8.268849, 49.708725;	0.267261, 0.801784, -0.534522;	 0.716380, 0.042579
	49.432449, -0.247950, 49.708725;	-0.447214, 0.000000, -0.894427;	 0.716380, 0.107729
	49.432449, -0.247950, 49.708725;	-0.447214, 0.000000, -0.894427;	 0.980615, 0.061336
	-50.537491, -0.247950, 49.708725;	0.894427, 0.000000, -0.447214;	 0.980615, 0.107729
	-50.537491, -0.247950, 49.708725;	0.894427, 0.000000, -0.447214;	 0.716380, 0.014943
	52.443588, 8.268849, -53.272354;	0.577350, 0.577350, -0.577350;	 0.700907, 0.135391
	52.443588, 8.268849, -53.272354;	0.577350, 0.577350, -0.577350;	 0.373076, 0.984045
	52.443588, 8.268849, -53.272354;	0.577350, 0.577350, -0.577350;	 0.420755, 0.181784
	52.443588, -0.247950, -53.272354;	0.707107, 0.000000, -0.707107;	 0.700907, 0.107755
	52.443588, -0.247950, -53.272354;	0.707107, 0.000000, -0.707107;	 0.420755, 0.154148
	49.432446, 8.268849, -50.261215;	-0.235702, 0.942809, 0.235702;	 0.362969, 0.976656
	49.432446, 8.268849, -50.261215;	-0.235702, 0.942809, 0.235702;	 0.716380, 0.088972
	49.432446, 8.268849, -50.261215;	-0.235702, 0.942809, 0.235702;	 0.979973, 0.180009
	49.432446, -0.247950, -50.261215;	-0.554700, -0.000000, 0.832050;	 0.716380, 0.061336
	49.432446, -0.247950, -50.261215;	-0.554700, -0.000000, 0.832050;	 0.979973, 0.152373
	6.902821, -0.247950, -53.272354;	-0.316228, 0.000000, -0.948683;	 0.541125, 0.154148
	6.902821, -0.247950, -53.272354;	-0.316228, 0.000000, -0.948683;	 0.815224, 0.195244
	6.902822, 8.268849, -53.272354;	-0.707107, 0.000000, -0.707107;	 0.541125, 0.181784
	6.902822, 8.268849, -53.272354;	-0.707107, 0.000000, -0.707107;	 0.782382, 0.195244
	8.594482, 8.268849, -53.272354;	0.484815, 0.484816, -0.727948;	 0.536654, 0.181784
	8.594482, 8.268849, -53.272354;	0.484815, 0.484816, -0.727948;	 0.225904, 0.984045
	8.594482, 8.268849, -53.272354;	0.484815, 0.484816, -0.727948;	 0.447994, 0.194227
	8.598979, 8.268849, -50.261208;	0.235780, 0.235780, 0.942770;	 0.225920, 0.976656
	8.598979, 8.268849, -50.261208;	0.235780, 0.235780, 0.942770;	 0.872044, 0.180009
	8.598979, 8.268849, -50.261208;	0.235780, 0.235780, 0.942770;	 0.447994, 0.208482
	6.902822, 8.268849, -50.261208;	-0.707107, -0.000000, 0.707107;	 0.867561, 0.180009
	6.902822, 8.268849, -50.261208;	-0.707107, -0.000000, 0.707107;	 0.782383, 0.209499
	6.902822, -0.247950, -50.261208;	-0.894427, 0.000000, 0.447214;	 0.867561, 0.152373
	6.902822, -0.247950, -50.261208;	-0.894427, 0.000000, 0.447214;	 0.815224, 0.209499
	-53.548637, 8.268849, -53.272346;	-0.267261, 0.801784, -0.534522;	 0.420755, 0.042605
	-53.548637, 8.268849, -53.272346;	-0.267261, 0.801784, -0.534522;	 0.017333, 0.984045
	-53.548637, 8.268849, -53.272346;	-0.267261, 0.801784, -0.534522;	 0.702805, 0.181581
	-53.548637, -0.247950, -53.272346;	-0.894427, 0.000000, -0.447214;	 0.420755, 0.014969
	-53.548637, -0.247950, -53.272346;	-0.894427, 0.000000, -0.447214;	 0.702805, 0.153945
	-50.537498, 8.268849, -50.261208;	0.534522, 0.801784, 0.267261;	 0.027439, 0.976656
	-50.537498, 8.268849, -50.261208;	0.534522, 0.801784, 0.267261;	 0.980615, 0.042579
	-50.537498, 8.268849, -50.261208;	0.534522, 0.801784, 0.267261;	 0.716452, 0.179941
	-50.537498, -0.247950, -50.261208;	0.316228, 0.000000, 0.948683;	 0.980615, 0.014943
	-50.537498, -0.247950, -50.261208;	0.316228, 0.000000, 0.948683;	 0.716452, 0.152305
	-6.704092, -0.247950, -53.272346;	0.554700, 0.000000, -0.832050;	 0.578988, 0.153945
	-6.704092, -0.247950, -53.272346;	0.554700, 0.000000, -0.832050;	 0.681705, 0.209557
	-8.427849, 8.268849, -53.272346;	-0.218242, 0.436484, -0.872841;	 0.583544, 0.181581
	-8.427849, 8.268849, -53.272346;	-0.218242, 0.436484, -0.872841;	 0.168772, 0.984045
	-8.427849, 8.268849, -53.272346;	-0.218242, 0.436484, -0.872841;	 0.901248, 0.211414
	-6.704095, 8.268849, -53.272346;	0.832050, 0.000000, -0.554700;	 0.578988, 0.181581
	-6.704095, 8.268849, -53.272346;	0.832050, 0.000000, -0.554700;	 0.648864, 0.209557
	-0.752096, 18.403069, -53.272346;	0.762602, -0.248595, -0.597193;	 0.609786, 0.209557
	-0.752096, 18.403069, -53.272346;	0.762602, -0.248595, -0.597193;	 0.563256, 0.214466
	-0.752096, 20.126825, -53.272346;	-0.022174, 0.862732, -0.505175;	 0.603139, 0.209557
	-0.752096, 20.126825, -53.272346;	-0.022174, 0.862732, -0.505175;	 0.563256, 0.220059
	-0.752096, 20.126825, -53.272346;	-0.022174, 0.862732, -0.505175;	 0.946973, 0.211414
	-0.752096, 20.125080, -50.261208;	0.562110, 0.324391, 0.760791;	 0.603146, 0.195302
	-0.752096, 20.125080, -50.261208;	0.562110, 0.324391, 0.760791;	 0.848042, 0.218413
	-0.752096, 20.125080, -50.261208;	0.562110, 0.324391, 0.760791;	 0.946966, 0.197160
	-0.752096, 18.403069, -50.261208;	0.735405, -0.580916, 0.348879;	 0.609786, 0.195302
	-0.752096, 18.403069, -50.261208;	0.735405, -0.580916, 0.348879;	 0.848042, 0.212826
	-8.426107, 8.268849, -50.261208;	-0.534390, 0.267195, 0.801894;	 0.827759, 0.179941
	-8.426107, 8.268849, -50.261208;	-0.534390, 0.267195, 0.801894;	 0.168778, 0.976656
	-8.426107, 8.268849, -50.261208;	-0.534390, 0.267195, 0.801894;	 0.901248, 0.197160
	-6.704095, 8.268849, -50.261208;	0.600000, 0.000000, 0.800000;	 0.832310, 0.179941
	-6.704095, 8.268849, -50.261208;	0.600000, 0.000000, 0.800000;	 0.648864, 0.195302
	-6.704095, -0.247950, -50.261208;	0.707106, 0.000000, 0.707107;	 0.832310, 0.152305
	-6.704095, -0.247950, -50.261208;	0.707106, 0.000000, 0.707107;	 0.681705, 0.195302
	0.936337, 20.109217, -53.272354;	-0.561930, 0.324284, -0.760969;	 0.736725, 0.195245
	0.936337, 20.109217, -53.272354;	-0.561930, 0.324284, -0.760969;	 0.556896, 0.220205
	0.936337, 20.109217, -53.272354;	-0.561930, 0.324284, -0.760969;	 0.493651, 0.194227
	0.936337, 18.417555, -53.272354;	-0.735234, -0.581115, -0.348907;	 0.743249, 0.195245
	0.936337, 18.417555, -53.272354;	-0.735234, -0.581115, -0.348907;	 0.556896, 0.214715
	0.936337, 18.417555, -50.261208;	-0.762548, -0.248675, 0.597228;	 0.743249, 0.209499
	0.936337, 18.417555, -50.261208;	-0.762548, -0.248675, 0.597228;	 0.851791, 0.212940
	0.936337, 20.113712, -50.261208;	0.022409, 0.863060, 0.504603;	 0.736708, 0.209499
	0.936337, 20.113712, -50.261208;	0.022409, 0.863060, 0.504603;	 0.493668, 0.208482
	0.936337, 20.113712, -50.261208;	0.022409, 0.863060, 0.504603;	 0.851791, 0.218444
	-6.704095, 12.270297, -53.272346;	0.670490, -0.199919, -0.714476;	 0.578988, 0.194566
	-6.704095, 12.270297, -53.272346;	0.670490, -0.199919, -0.714476;	 0.633434, 0.209557
	-8.427849, 12.270297, -53.272346;	-0.693420, 0.097516, -0.713904;	 0.583544, 0.194566
	-8.427849, 12.270297, -53.272346;	-0.693420, 0.097516, -0.713904;	 0.916678, 0.211414
	-6.704095, 12.270297, -50.261208;	0.692483, -0.099959, 0.714476;	 0.633434, 0.195302
	-6.704095, 12.270297, -50.261208;	0.692483, -0.099959, 0.714476;	 0.832310, 0.192926
	-8.426107, 12.270297, -50.261208;	-0.672154, 0.194923, 0.714293;	 0.827759, 0.192926
	-8.426107, 12.270297, -50.261208;	-0.672154, 0.194923, 0.714293;	 0.916678, 0.197160
	6.902822, 12.270297, -53.272354;	-0.692492, -0.099930, -0.714471;	 0.766953, 0.195244
	6.902822, 12.270297, -53.272354;	-0.692492, -0.099930, -0.714471;	 0.541125, 0.194768
	6.902822, 12.270297, -50.261208;	-0.670512, -0.199862, 0.714471;	 0.766953, 0.209499
	6.902822, 12.270297, -50.261208;	-0.670512, -0.199862, 0.714471;	 0.867561, 0.192993
	8.594482, 12.270297, -53.272354;	0.671845, 0.194867, -0.714599;	 0.536654, 0.194768
	8.594482, 12.270297, -53.272354;	0.671845, 0.194867, -0.714599;	 0.463424, 0.194227
	8.598979, 12.270297, -50.261208;	0.693730, 0.097574, 0.713595;	 0.463424, 0.208482
	8.598979, 12.270297, -50.261208;	0.693730, 0.097574, 0.713595;	 0.872044, 0.192993
	-5.253042, 15.408253, -53.272346;	0.483071, -0.499667, -0.719010;	 0.575152, 0.204748
	-5.253042, 15.408253, -53.272346;	0.483071, -0.499667, -0.719010;	 0.621334, 0.209557
	-6.471926, 16.627132, -53.272346;	-0.564277, 0.402108, -0.721042;	 0.578374, 0.208703
	-6.471926, 16.627132, -53.272346;	-0.564277, 0.402108, -0.721042;	 0.933478, 0.211414
	-5.253042, 15.408253, -50.261208;	0.567842, -0.400724, 0.719010;	 0.621334, 0.195302
	-5.253042, 15.408253, -50.261208;	0.567842, -0.400724, 0.719010;	 0.836146, 0.203108
	-6.470691, 16.625896, -50.261208;	-0.470142, 0.508457, 0.721414;	 0.832927, 0.207059
	-6.470691, 16.625896, -50.261208;	-0.470142, 0.508457, 0.721414;	 0.933473, 0.197160
	5.447526, 15.418495, -53.272346;	-0.567807, -0.400733, -0.719033;	 0.754813, 0.195244
	5.447526, 15.418495, -53.272346;	-0.567807, -0.400733, -0.719033;	 0.544972, 0.204984
	5.447526, 15.418496, -50.261208;	-0.482941, -0.499759, 0.719033;	 0.754813, 0.209499
	5.447526, 15.418496, -50.261208;	-0.482941, -0.499759, 0.719033;	 0.863714, 0.203209
	6.643711, 16.614679, -53.272346;	0.470025, 0.508176, -0.721689;	 0.541810, 0.208865
	6.643711, 16.614679, -53.272346;	0.470025, 0.508176, -0.721689;	 0.480176, 0.194227
	6.646890, 16.617857, -50.261208;	0.564552, 0.402280, 0.720730;	 0.480188, 0.208482
	6.646890, 16.617857, -50.261208;	0.564552, 0.402280, 0.720730;	 0.866884, 0.207100
	-24.438635, 21.209227, 44.426590;	0.000000, 0.894427, 0.447214;	 0.888255, 0.752283
	-24.438635, 21.209227, 44.426590;	0.000000, 0.894427, 0.447214;	 0.879486, 0.752323
	-24.438635, 0.000000, 44.426590;	0.000000, 0.000000, 1.000000;	 0.988971, 0.752284
	5.489792, 0.000000, 44.426590;	0.000000, 0.000000, 1.000000;	 0.988971, 0.926759
	5.489792, 21.209227, 44.426590;	0.000000, 0.980581, 0.196116;	 0.888255, 0.926759
	5.489792, 21.209227, 44.426590;	0.000000, 0.980581, 0.196116;	 0.879486, 0.926798
	-12.523959, 12.204349, 31.143316;	-0.301584, 0.300777, -0.904755;	 0.709715, 0.666978
	-12.523959, 12.204349, 31.143316;	-0.301584, 0.300777, -0.904755;	 0.716675, 0.661171
	-12.523959, 12.204349, 31.143316;	-0.301584, 0.300777, -0.904755;	 0.767545, 0.821747
	-12.523959, 12.204349, 31.443489;	-0.410242, 0.398272, -0.820415;	 0.716673, 0.666978
	-12.538491, 17.626305, 31.371639;	-0.663919, -0.670099, -0.331932;	 0.716673, 0.736488
	-12.538491, 17.626305, 31.143316;	-0.192430, -0.192947, -0.962155;	 0.709716, 0.736488
	-12.538491, 17.626305, 31.143316;	-0.192430, -0.192947, -0.962155;	 0.716676, 0.743338
	-12.538491, 17.626305, 31.143316;	-0.192430, -0.192947, -0.962155;	 0.793292, 0.821662
	-17.559996, 17.626305, 31.371639;	0.665114, -0.339589, -0.665058;	 0.769385, 0.736487
	-17.545467, 12.204349, 31.443489;	0.409695, 0.815063, -0.409661;	 0.769384, 0.666977
	-17.545467, 12.204349, 31.143316;	0.365082, 0.183520, -0.912708;	 0.773114, 0.666977
	-17.545467, 12.204349, 31.143316;	0.365082, 0.183520, -0.912708;	 0.769382, 0.661170
	-17.545467, 12.204349, 31.143316;	0.365082, 0.183520, -0.912708;	 0.767545, 0.792473
	-17.559996, 17.626305, 31.143316;	0.333531, -0.666170, -0.667064;	 0.773115, 0.736487
	-17.559996, 17.626305, 31.143316;	0.333531, -0.666170, -0.667064;	 0.769383, 0.743338
	-17.559996, 17.626305, 31.143316;	0.333531, -0.666170, -0.667064;	 0.793292, 0.792388
	-0.412270, 3.687549, 31.143316;	-0.577862, 0.576315, -0.577873;	 0.727102, 0.892356
	-0.412270, 3.687549, 31.143316;	-0.577862, 0.576315, -0.577873;	 0.908817, 0.743055
	-0.412270, 3.687549, 31.143316;	-0.577862, 0.576315, -0.577873;	 0.914402, 0.736485
	-0.413105, 3.999224, 31.143316;	-0.707099, -0.001895, -0.707112;	 0.728582, 0.892351
	-0.413105, 3.999224, 31.143316;	-0.707099, -0.001895, -0.707112;	 0.914402, 0.735055
	5.489792, 0.000000, 31.143316;	0.000000, 0.000000, -1.000000;	 0.709591, 0.926763
	-24.438635, 0.000000, 31.143316;	0.000000, 0.000000, -1.000000;	 0.709590, 0.752288
	-24.438635, 21.209227, 31.143316;	0.000000, 0.600000, -0.800000;	 0.810306, 0.752288
	-24.438635, 21.209227, 31.143316;	0.000000, 0.600000, -0.800000;	 0.816408, 0.752323
	5.489792, 21.209227, 31.143316;	0.000000, 0.624695, -0.780869;	 0.810307, 0.926762
	5.489792, 21.209227, 31.143316;	0.000000, 0.624695, -0.780869;	 0.816408, 0.926798
	-0.412270, 12.204349, 31.143316;	-0.408429, 0.407336, -0.816862;	 0.922664, 0.666975
	-0.412270, 12.204349, 31.143316;	-0.408429, 0.407336, -0.816862;	 0.928476, 0.659237
	-0.412270, 12.204349, 31.143316;	-0.408429, 0.407336, -0.816862;	 0.767545, 0.892355
	-0.412270, 12.204349, 31.443489;	-0.410242, 0.398272, -0.820415;	 0.928472, 0.666975
	-0.426803, 17.626305, 31.371639;	-0.663919, -0.670099, -0.331932;	 0.928473, 0.736486
	-0.426803, 17.626305, 31.143316;	-0.408065, -0.409160, -0.816132;	 0.922665, 0.736485
	-0.426803, 17.626305, 31.143316;	-0.408065, -0.409160, -0.816132;	 0.928477, 0.744230
	-0.426803, 17.626305, 31.143316;	-0.408065, -0.409160, -0.816132;	 0.793292, 0.892270
	-5.448311, 17.626305, 31.371639;	0.665114, -0.339589, -0.665058;	 0.981185, 0.736485
	-5.433778, 12.204349, 31.443489;	0.409695, 0.815063, -0.409661;	 0.981184, 0.666975
	-5.433778, 12.204349, 31.143316;	0.365082, 0.183520, -0.912708;	 0.987517, 0.666975
	-5.433778, 12.204349, 31.143316;	0.365082, 0.183520, -0.912708;	 0.981181, 0.659237
	-5.433778, 12.204349, 31.143316;	0.365082, 0.183520, -0.912708;	 0.767545, 0.863081
	-5.448311, 17.626305, 31.143316;	0.267363, -0.534011, -0.802091;	 0.987518, 0.736484
	-5.448311, 17.626305, 31.143316;	0.267363, -0.534011, -0.802091;	 0.981182, 0.744229
	-5.448311, 17.626305, 31.143316;	0.267363, -0.534011, -0.802091;	 0.793292, 0.862996
	-5.448311, 9.109506, 31.143316;	0.267363, -0.534011, -0.802091;	 0.752849, 0.862997
	-5.448311, 9.109506, 31.143316;	0.267363, -0.534011, -0.802091;	 0.851500, 0.666976
	-5.448311, 9.109506, 31.143316;	0.267363, -0.534011, -0.802091;	 0.856110, 0.660849
	-5.443749, 7.407494, 31.143316;	0.447212, 0.001199, -0.894427;	 0.744767, 0.863023
	-5.443749, 7.407494, 31.143316;	0.447212, 0.001199, -0.894427;	 0.851501, 0.688600
	-5.448311, 9.109506, 31.371639;	0.800738, -0.271841, -0.533781;	 0.856107, 0.666976
	-0.426803, 9.109506, 31.371639;	-0.799346, -0.538572, -0.266434;	 0.908818, 0.666975
	-0.412270, 3.687549, 31.443489;	-0.410242, 0.398272, -0.820415;	 0.908819, 0.736486
	-5.433778, 3.687549, 31.443489;	0.409695, 0.815063, -0.409661;	 0.856109, 0.736486
	-5.433778, 3.687549, 31.143316;	0.436323, 0.219332, -0.872649;	 0.851501, 0.736486
	-5.433778, 3.687549, 31.143316;	0.436323, 0.219332, -0.872649;	 0.856112, 0.743056
	-5.433778, 3.687549, 31.143316;	0.436323, 0.219332, -0.872649;	 0.727102, 0.863082
	-0.426803, 9.109506, 31.143316;	-0.235666, -0.236299, -0.942669;	 0.914402, 0.666975
	-0.426803, 9.109506, 31.143316;	-0.235666, -0.236299, -0.942669;	 0.908815, 0.660848
	-0.426803, 9.109506, 31.143316;	-0.235666, -0.236299, -0.942669;	 0.752849, 0.892271
	-12.523959, 3.687549, 31.143316;	-0.408429, 0.407336, -0.816862;	 0.843445, 0.736486
	-12.523959, 3.687549, 31.143316;	-0.408429, 0.407336, -0.816862;	 0.837512, 0.743174
	-12.523959, 3.687549, 31.143316;	-0.408429, 0.407336, -0.816862;	 0.727101, 0.821747
	-12.523959, 3.687549, 31.443489;	-0.410242, 0.398272, -0.820415;	 0.837514, 0.736487
	-12.538491, 9.109506, 31.371639;	-0.665296, -0.671737, -0.325807;	 0.837513, 0.666976
	-12.538491, 9.109506, 31.143316;	-0.301176, -0.302272, -0.904392;	 0.843445, 0.666976
	-12.538491, 9.109506, 31.143316;	-0.301176, -0.302272, -0.904392;	 0.837510, 0.660655
	-12.538491, 9.109506, 31.143316;	-0.301176, -0.302272, -0.904392;	 0.752849, 0.821663
	-17.559996, 9.109506, 31.371639;	0.670496, -0.342510, -0.658120;	 0.784802, 0.666977
	-17.545467, 3.687549, 31.443489;	0.409695, 0.815063, -0.409661;	 0.784804, 0.736487
	-17.545467, 3.687549, 31.143316;	0.668652, 0.335916, -0.663373;	 0.780199, 0.736487
	-17.545467, 3.687549, 31.143316;	0.668652, 0.335916, -0.663373;	 0.784807, 0.743175
	-17.545467, 3.687549, 31.143316;	0.668652, 0.335916, -0.663373;	 0.727101, 0.792473
	-17.556351, 9.104722, 31.143316;	0.183876, -0.367040, -0.911850;	 0.780199, 0.666977
	-17.556351, 9.104722, 31.143316;	0.183876, -0.367040, -0.911850;	 0.784805, 0.660656
	-17.556351, 9.104722, 31.143316;	0.183876, -0.367040, -0.911850;	 0.752826, 0.792410
	-17.559996, 9.109506, 31.143316;	0.000000, 0.000000, -1.000000;	 0.752848, 0.792388
	-14.440960, 21.209227, 39.667759;	0.182574, 0.912871, 0.365148;	 0.856887, 0.810607
	-14.440960, 21.209227, 39.667759;	0.182574, 0.912871, 0.365148;	 0.952668, 0.942579
	-14.440960, 21.209227, 39.667759;	0.182574, 0.912871, 0.365148;	 0.942635, 0.955335
	-16.859169, 21.209227, 36.740105;	-0.267261, 0.801784, -0.534522;	 0.842985, 0.796509
	-16.859169, 21.209227, 36.740105;	-0.267261, 0.801784, -0.534522;	 0.979769, 0.973929
	-16.859169, 21.209227, 36.740105;	-0.267261, 0.801784, -0.534522;	 0.970621, 0.985474
	-16.859169, 21.209227, 39.667759;	-0.666667, 0.666667, 0.333333;	 0.856887, 0.796509
